Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
1001000,38.88,206.55,0.04,2065.40,82.00,0.25
1001500,38.88,206.68,0.04,2066.80,82.00,0.25
1002000,38.88,206.59,0.04,2065.80,82.00,0.25
1002500,38.94,206.86,0.04,2068.40,82.00,0.25
1003000,39.00,206.82,0.04,2068.30,82.00,0.25
1003500,39.00,206.72,0.04,2067.10,82.00,0.25
1004000,39.00,206.72,0.04,2067.60,82.00,0.25
1004500,38.94,206.73,0.04,2067.20,92.00,0.25
1005000,38.94,206.82,0.04,2068.10,76.00,0.25
1005500,38.94,206.67,0.04,2066.90,82.00,0.25
1006000,38.94,206.79,0.04,2067.40,82.00,0.25
1006500,39.00,206.88,0.04,2068.60,82.00,0.25
1007000,39.00,206.63,0.04,2066.90,92.00,0.25
1007500,39.06,206.59,0.04,2066.50,92.00,0.25
1008000,39.06,206.78,0.04,2067.50,82.00,0.25
1008500,39.13,206.62,0.04,2066.80,92.00,0.25
1009000,39.13,206.69,0.04,2066.40,82.00,0.25
1009500,39.13,206.65,0.04,2066.50,92.00,0.25
1010000,39.19,206.84,0.04,2068.70,82.00,0.25
1010500,39.19,206.83,0.04,2068.10,82.00,0.25
1011000,39.19,206.96,0.04,2069.50,82.00,0.25
1011500,39.19,206.96,0.04,2069.70,82.00,0.25
1012000,39.19,207.09,0.04,2070.40,92.00,0.25
1012500,39.19,207.09,0.04,2070.80,82.00,0.25
1013000,39.25,207.16,0.04,2071.90,82.00,0.25
1013500,39.25,207.06,0.04,2070.30,92.00,0.24
1014000,39.31,207.09,0.04,2070.60,82.00,0.25
1014500,39.31,207.21,0.04,2072.00,82.00,0.25
1015000,39.31,207.19,0.04,2072.00,82.00,0.25
1015500,39.31,207.22,0.04,2072.30,92.00,0.25
1016000,39.38,207.05,0.04,2069.90,82.00,0.25
1016500,39.31,206.90,0.04,2069.30,82.00,0.25
1017000,39.38,206.97,0.04,2069.60,82.00,0.25
1017500,39.38,206.88,0.04,2069.30,82.00,0.25
1018000,39.38,207.05,0.04,2070.20,82.00,0.25
1018500,39.44,207.40,0.04,2074.10,82.00,0.25
1019000,39.44,207.28,0.04,2073.80,82.00,0.25
1019500,39.44,207.33,0.04,2072.40,82.00,0.25
1020000,39.44,206.94,0.04,2069.80,92.00,0.25
1020500,39.44,207.08,0.04,2071.30,82.00,0.25
1021000,39.44,206.76,0.04,2068.60,82.00,0.25
1021500,39.44,207.34,0.04,2073.90,92.00,0.25
1022000,39.50,207.33,0.04,2073.70,82.00,0.25
1022500,39.50,207.32,0.04,2073.80,92.00,0.25
1023000,39.50,207.42,0.04,2074.00,82.00,0.25
1023500,39.50,207.34,0.04,2074.90,82.00,0.25
1024000,39.50,207.36,0.04,2073.80,82.00,0.25
1024500,39.50,207.43,0.04,2074.30,92.00,0.25
1025000,39.50,207.42,0.04,2074.70,82.00,0.25
1025500,39.50,207.47,0.04,2074.50,82.00,0.25
1026000,39.50,207.45,0.04,2073.10,82.00,0.25
1026500,39.50,207.64,0.04,2076.00,82.00,0.25
1027000,39.56,207.55,0.04,2075.10,82.00,0.25
1027500,39.56,207.44,0.04,2073.70,82.00,0.25
1028000,39.56,207.28,0.04,2073.20,82.00,0.25
1028500,39.56,207.45,0.04,2074.50,82.00,0.25
1029000,39.63,207.40,0.04,2074.30,82.00,0.25
1029500,39.63,207.50,0.04,2074.90,82.00,0.25
1030000,39.63,207.37,0.04,2073.90,82.00,0.25
1030500,39.69,207.54,0.04,2074.70,82.00,0.25
1031000,39.69,207.59,0.04,2075.50,92.00,0.25
1031500,39.69,207.52,0.04,2074.60,82.00,0.25
1032000,39.69,207.65,0.04,2076.50,82.00,0.25
1032500,39.69,207.73,0.04,2077.10,82.00,0.25
1033000,39.75,207.79,0.04,2077.30,82.00,0.25
1033500,39.81,208.01,0.04,2080.10,82.00,0.25
1034000,39.81,208.03,0.04,2080.50,92.00,0.25
1034500,39.81,208.09,0.04,2080.80,92.00,0.25
1035000,39.81,208.09,0.04,2080.70,82.00,0.25
1035500,39.88,208.07,0.04,2080.70,92.00,0.25
1036000,39.88,208.16,0.04,2081.60,82.00,0.25
1036500,39.88,208.24,0.04,2081.70,82.00,0.25
1037000,39.94,208.36,0.04,2083.80,92.00,0.25
1037500,39.94,208.25,0.04,2082.50,92.00,0.25
1038000,39.94,208.30,0.04,2083.10,82.00,0.25
1038500,40.00,208.24,0.04,2081.70,82.00,0.25
1039000,40.00,208.27,0.04,2082.70,82.00,0.25
1039500,40.00,208.38,0.04,2084.90,82.00,0.25
1040000,40.00,208.34,0.04,2084.10,82.00,0.25
1040500,40.06,208.51,0.04,2083.60,82.00,0.25
1041000,40.06,208.60,0.04,2085.40,92.00,0.25
1041500,40.13,208.53,0.04,2084.90,82.00,0.25
1042000,40.13,208.51,0.04,2085.00,82.00,0.25
1042500,40.13,208.72,0.04,2085.30,82.00,0.25
1043000,40.13,208.57,0.04,2086.20,82.00,0.25
1043500,40.19,208.79,0.04,2088.80,82.00,0.25
1044000,40.19,208.72,0.04,2087.00,92.00,0.25
1044500,40.19,208.69,0.04,2087.20,82.00,0.25
1045000,40.19,208.78,0.04,2087.70,92.00,0.25
1045500,40.19,208.75,0.04,2087.60,82.00,0.25
1046000,40.19,208.69,0.04,2087.80,92.00,0.25
1046500,40.19,208.81,0.04,2087.70,92.00,0.25
1047000,40.19,208.76,0.04,2088.10,92.00,0.25
1047500,40.19,208.78,0.04,2087.90,82.00,0.25
1048000,40.19,208.67,0.04,2086.70,82.00,0.25
1048500,40.25,208.69,0.04,2086.40,82.00,0.25
1049000,40.25,208.81,0.04,2086.80,82.00,0.25
1049500,40.25,208.77,0.04,2087.70,92.00,0.25
1050000,40.31,208.83,0.04,2088.50,82.00,0.25
1050500,40.31,208.82,0.04,2088.30,82.00,0.25
1051000,40.25,208.85,0.04,2088.70,82.00,0.25
1051500,40.31,208.86,0.04,2088.50,82.00,0.25
1052000,40.31,208.90,0.04,2089.00,92.00,0.25
1052500,40.31,208.87,0.04,2089.10,92.00,0.25
1053000,40.31,209.00,0.04,2090.30,92.00,0.25
1053500,40.31,208.96,0.04,2089.50,92.00,0.25
1054000,40.31,209.01,0.04,2089.80,92.00,0.25
1054500,40.31,208.98,0.04,2089.90,92.00,0.25
1055000,40.38,208.91,0.04,2089.20,92.00,0.25
1055500,40.44,208.87,0.04,2088.80,82.00,0.25
1056000,40.44,208.92,0.04,2090.10,86.00,0.25
1056500,40.44,209.04,0.04,2090.50,86.00,0.25
1057000,40.44,209.03,0.04,2090.60,92.00,0.25
1057500,40.44,208.74,0.04,2087.30,92.00,0.25
1058000,40.50,208.73,0.04,2087.10,92.00,0.25
1058500,40.50,208.80,0.04,2089.00,92.00,0.25
1059000,40.50,208.93,0.04,2089.20,92.00,0.25
1059500,40.50,208.86,0.04,2090.10,82.00,0.25
1060000,40.50,208.97,0.04,2089.80,86.00,0.25
1060500,40.50,209.07,0.04,2091.20,92.00,0.25
1061000,40.56,209.10,0.04,2091.30,92.00,0.25
1061500,40.56,209.24,0.04,2091.70,92.00,0.25
1062000,40.56,209.24,0.04,2093.30,86.00,0.25
1062500,40.63,209.29,0.04,2092.70,92.00,0.25
1063000,40.63,209.15,0.04,2091.70,86.00,0.25
1063500,40.63,209.19,0.04,2092.10,86.00,0.25
1064000,40.63,209.04,0.04,2092.20,92.00,0.25
1064500,40.69,209.20,0.04,2092.50,86.00,0.25
1065000,40.63,209.26,0.04,2092.20,92.00,0.25
1065500,40.63,209.29,0.04,2092.80,92.00,0.25
1066000,40.69,209.92,0.04,2099.10,86.00,0.25
1066500,40.69,209.52,0.04,2095.90,86.00,0.25
1067000,40.69,209.28,0.04,2094.10,92.00,0.25
1067500,40.75,209.43,0.04,2093.80,86.00,0.25
1068000,40.75,209.53,0.04,2094.50,86.00,0.25
1068500,40.75,209.40,0.04,2094.20,92.00,0.25
1069000,40.81,209.94,0.04,2099.00,92.00,0.25
1069500,40.81,209.86,0.04,2098.90,86.00,0.25
1070000,40.81,209.58,0.04,2096.00,92.00,0.25
1070500,40.81,209.79,0.04,2097.40,92.00,0.25
1071000,40.88,209.79,0.04,2097.50,86.00,0.25
1071500,40.88,209.73,0.04,2097.50,92.00,0.25
1072000,40.88,209.75,0.04,2098.10,86.00,0.25
1072500,40.88,209.86,0.04,2098.40,92.00,0.25
1073000,40.94,209.72,0.04,2098.30,86.00,0.25
1073500,40.94,209.66,0.04,2097.40,92.00,0.25
1074000,40.94,209.75,0.04,2097.80,92.00,0.25
1074500,40.94,209.83,0.04,2098.30,92.00,0.25
1075000,41.00,209.79,0.04,2097.50,86.00,0.25
1075500,41.00,209.86,0.04,2099.90,92.00,0.25
1076000,41.00,210.19,0.04,2099.20,92.00,0.25
1076500,41.00,210.44,0.04,2104.30,92.00,0.25
1077000,41.06,210.36,0.04,2103.40,92.00,0.25
1077500,41.06,210.27,0.04,2102.40,86.00,0.25
1078000,41.06,210.35,0.04,2103.60,92.00,0.25
1078500,41.06,210.35,0.04,2103.30,86.00,0.25
1079000,41.13,210.19,0.05,2104.50,92.00,0.26
1079500,41.13,210.35,0.04,2104.40,92.00,0.25
1080000,41.13,210.70,0.04,2104.40,86.00,0.25
1080500,41.13,210.43,0.04,2104.30,92.00,0.25
1081000,41.19,210.65,0.04,2106.40,92.00,0.25
1081500,41.19,210.59,0.04,2106.10,92.00,0.25
1082000,41.19,210.59,0.05,2105.60,92.00,0.26
1082500,41.19,210.41,0.04,2103.60,92.00,0.25
1083000,41.25,210.21,0.04,2101.70,92.00,0.25
1083500,41.13,210.28,0.04,2101.80,86.00,0.25
1084000,41.19,210.20,0.04,2102.40,92.00,0.25
1084500,41.19,210.62,0.04,2106.00,92.00,0.25
1085000,41.25,210.58,0.04,2107.60,92.00,0.25
1085500,41.19,210.81,0.04,2108.00,92.00,0.25
1086000,41.25,210.70,0.04,2107.00,92.00,0.25
1086500,41.25,210.81,0.04,2108.20,86.00,0.25
1087000,41.31,210.77,0.04,2107.70,92.00,0.25
1087500,41.25,210.80,0.04,2107.90,92.00,0.25
1088000,41.31,210.71,0.04,2107.10,92.00,0.25
1088500,41.25,210.76,0.04,2107.70,92.00,0.25
1089000,41.31,210.84,0.04,2108.00,92.00,0.25
1089500,41.25,210.79,0.04,2107.40,86.00,0.25
1090000,41.31,210.89,0.04,2108.60,92.00,0.25
1090500,41.31,210.84,0.04,2108.90,92.00,0.25
1091000,41.31,210.93,0.04,2108.50,92.00,0.25
1091500,41.38,210.79,0.04,2105.90,92.00,0.25
1092000,41.31,210.62,0.04,2106.40,92.00,0.25
1092500,41.38,210.81,0.04,2107.90,92.00,0.25
1093000,41.38,210.87,0.04,2107.80,92.00,0.25
1093500,41.31,210.76,0.04,2109.00,92.00,0.25
1094000,41.38,210.91,0.04,2108.80,92.00,0.25
1094500,41.38,210.92,0.04,2109.30,92.00,0.25
1095000,41.44,210.88,0.04,2108.70,92.00,0.25
1095500,41.44,210.88,0.04,2108.60,92.00,0.25
1096000,41.44,210.87,0.04,2109.20,92.00,0.25
1096500,41.44,210.86,0.04,2109.20,92.00,0.25
1097000,41.44,210.89,0.04,2109.60,92.00,0.25
1097500,41.50,210.98,0.04,2108.90,92.00,0.25
1098000,41.50,210.86,0.04,2108.50,86.00,0.25
1098500,41.50,210.91,0.04,2110.20,92.00,0.25
1099000,41.50,210.93,0.04,2108.00,92.00,0.25
1099500,41.56,210.76,0.04,2107.10,92.00,0.25
1100000,41.56,210.76,0.04,2107.90,92.00,0.25
1100500,41.56,210.79,0.04,2107.60,92.00,0.25
1101000,41.56,210.86,0.04,2107.30,92.00,0.25
1101500,41.56,210.75,0.04,2107.30,86.00,0.25
1102000,41.56,210.86,0.05,2108.80,92.00,0.26
1102500,41.63,210.83,0.04,2108.10,86.00,0.25
1103000,41.63,210.92,0.04,2110.00,92.00,0.25
1103500,41.63,211.05,0.04,2110.60,92.00,0.26
1104000,41.63,210.74,0.04,2106.90,92.00,0.25
1104500,41.63,211.06,0.04,2110.50,92.00,0.25
1105000,41.69,210.91,0.05,2110.30,92.00,0.26
1105500,41.69,210.88,0.04,2112.40,86.00,0.25
1106000,41.69,211.28,0.04,2111.40,86.00,0.26
1106500,41.69,211.20,0.04,2111.70,86.00,0.26
1107000,41.69,211.10,0.04,2112.00,92.00,0.25
1107500,41.75,211.20,0.04,2112.20,92.00,0.26
1108000,41.75,211.36,0.04,2113.00,92.00,0.26
1108500,41.75,211.27,0.04,2112.60,92.00,0.26
1109000,41.75,211.29,0.04,2113.20,92.00,0.25
1109500,41.75,211.26,0.04,2112.30,92.00,0.26
1110000,41.81,211.32,0.04,2113.40,92.00,0.25
1110500,41.81,211.34,0.04,2113.20,86.00,0.26
1111000,41.81,211.36,0.04,2113.20,102.00,0.26
1111500,41.81,211.48,0.04,2115.00,92.00,0.26
1112000,41.88,211.53,0.04,2115.00,92.00,0.26
1112500,41.88,211.66,0.04,2116.60,92.00,0.25
1113000,41.88,211.82,0.04,2116.70,92.00,0.26
1113500,41.94,211.65,0.04,2116.30,92.00,0.26
1114000,41.94,211.68,0.04,2117.90,92.00,0.26
1114500,41.94,211.81,0.04,2118.10,92.00,0.26
1115000,41.94,211.78,0.04,2118.20,102.00,0.26
1115500,41.94,211.79,0.04,2117.30,92.00,0.26
1116000,41.94,211.70,0.04,2116.10,92.00,0.26
1116500,42.00,211.76,0.04,2117.70,92.00,0.26
1117000,41.94,211.62,0.04,2116.20,92.00,0.26
1117500,41.94,211.76,0.04,2117.80,102.00,0.26
1118000,41.94,211.89,0.04,2118.40,92.00,0.26
1118500,42.00,211.84,0.04,2118.20,92.00,0.26
1119000,42.00,211.88,0.04,2119.00,92.00,0.26
1119500,42.00,211.91,0.04,2118.80,92.00,0.26
1120000,42.00,211.95,0.04,2119.50,102.00,0.26
1120500,42.00,211.96,0.04,2119.80,92.00,0.26
1121000,42.06,211.88,0.04,2118.80,92.00,0.26
1121500,42.06,-0.01,3.98,-0.30,0.00,3.98
1122000,42.13,-0.01,3.98,-0.20,0.00,3.98
1122500,42.13,-0.02,3.98,0.00,0.00,3.98
1123000,42.13,0.01,3.98,-0.10,0.00,3.98
1123500,42.19,-0.01,3.98,-0.10,0.00,3.98
1124000,42.13,-0.01,3.98,-0.20,0.00,3.98
1124500,42.19,-0.01,3.98,0.00,0.00,3.98
1125000,42.19,0.00,3.98,-0.30,0.00,3.98
1125500,42.19,-0.04,3.98,-0.40,0.00,3.98
1126000,42.19,-0.04,3.98,-0.10,0.00,3.98
1126500,42.25,-0.02,3.98,-0.30,0.00,3.98
1127000,42.25,-0.03,3.98,-0.20,0.00,3.98
1127500,42.25,-0.02,3.98,-0.10,0.00,3.98
1128000,42.25,0.01,3.98,-0.30,0.00,3.98
1128500,42.31,-0.01,3.98,-0.20,0.00,3.98
1129000,42.31,-0.02,3.98,-0.20,0.00,3.98
1129500,42.31,0.00,3.98,-0.30,0.00,3.98
1130000,42.31,-0.02,3.98,-0.40,0.00,3.98
1130500,42.31,-0.03,3.98,-0.10,0.00,3.98
1131000,42.38,-0.03,3.98,-0.10,0.00,3.98
1131500,42.38,-0.01,3.98,-0.20,0.00,3.98
1132000,42.38,-0.01,3.98,0.00,0.00,3.98
1132500,42.44,-0.01,3.98,-0.30,0.00,3.98
1133000,42.38,-0.02,3.98,-0.30,0.00,3.98
1133500,42.44,-0.01,3.98,-0.30,0.00,3.98
1134000,42.44,-0.01,3.98,-0.20,0.00,3.98
1134500,42.44,-0.05,3.98,-0.10,0.00,3.98
1135000,42.44,-0.01,3.98,-0.10,0.00,3.98
1135500,42.44,0.00,3.98,-0.10,0.00,3.98
1136000,42.44,-0.02,3.98,-0.30,0.00,3.98
1136500,42.44,-0.03,3.98,-0.30,0.00,3.98
1137000,42.44,-0.01,3.98,-0.10,0.00,3.98
1137500,42.44,-0.03,3.98,-0.20,0.00,3.98
1138000,42.44,-0.03,3.98,-0.20,0.00,3.98
1138500,42.50,0.02,3.98,-0.20,0.00,3.98
1139000,42.50,-0.02,3.98,0.00,0.00,3.98
1139500,42.50,-0.01,3.98,0.00,0.00,3.98
1140000,42.50,-0.01,3.98,-0.20,0.00,3.98
1140500,42.56,-0.04,3.98,-0.30,0.00,3.98
1141000,42.56,0.00,3.98,-0.10,0.00,3.98
1141500,42.56,-0.01,3.98,-0.10,0.00,3.98
1142000,42.56,-0.03,3.98,-0.10,0.00,3.98
1142500,42.56,-0.03,3.98,-0.30,0.00,3.98
1143000,42.56,0.00,3.98,-0.20,0.00,3.98
1143500,42.63,-0.01,3.98,-0.20,0.00,3.98
1144000,42.56,-0.02,3.98,-0.40,0.00,3.98
1144500,42.56,-0.01,3.98,-0.20,0.00,3.98
1145000,42.56,0.00,3.98,-0.30,0.00,3.98
1145500,42.56,-0.01,3.98,-0.30,0.00,3.98
1146000,42.63,-0.03,3.98,-0.10,0.00,3.98
1146500,42.63,0.00,3.98,-0.10,0.00,3.98
1147000,42.56,-0.03,3.98,-0.20,0.00,3.98
1147500,42.56,-0.04,3.98,-0.20,0.00,3.98
1148000,42.50,-0.02,3.98,-0.20,4.00,3.98
1148500,42.44,-0.02,3.98,-0.20,0.00,3.98
1149000,42.44,-0.03,3.98,-0.20,0.00,3.98
1149500,42.31,0.00,3.98,-0.20,0.00,3.98
1150000,42.25,-0.01,3.98,-0.20,0.00,3.98
1150500,42.25,-0.02,3.98,-0.30,0.00,3.98
1151000,42.25,-0.01,3.98,-0.10,0.00,3.98
1151500,42.19,-0.01,3.98,-0.10,0.00,3.98
1152000,42.19,0.01,3.98,-0.10,0.00,3.98
1152500,42.19,-0.02,3.98,-0.10,0.00,3.98
1153000,42.13,-0.03,3.98,-0.40,0.00,3.98
1153500,42.13,0.00,3.98,-0.10,0.00,3.98
1154000,42.13,-0.05,3.98,-0.10,0.00,3.98
1154500,42.19,-0.03,3.98,-0.30,0.00,3.98
1155000,42.19,-0.02,3.98,-0.20,4.00,3.98
1155500,42.19,-0.01,3.98,-0.10,0.00,3.98
1156000,42.19,-0.02,3.98,-0.30,0.00,3.98
1156500,42.19,-0.02,3.98,-0.20,0.00,3.98
1157000,42.19,-0.01,3.98,0.00,4.00,3.98
1157500,42.19,-0.02,3.98,-0.30,0.00,3.98
1158000,42.19,0.01,3.98,-0.10,0.00,3.98
1158500,42.19,-0.03,3.98,-0.20,0.00,3.98
1159000,42.19,-0.02,3.98,-0.20,0.00,3.98
1159500,42.19,-0.03,3.98,-0.20,0.00,3.98
1160000,42.25,-0.01,3.98,-0.30,0.00,3.98
1160500,42.25,-0.02,3.98,0.10,0.00,3.98
1161000,42.31,-0.02,3.98,-0.30,0.00,3.98
1161500,42.31,-0.02,3.98,-0.20,0.00,3.98
1162000,42.31,-0.02,3.98,0.00,0.00,3.98
1162500,42.31,-0.02,3.98,-0.20,0.00,3.98
1163000,42.31,-0.01,3.98,-0.10,0.00,3.98
1163500,42.31,-0.03,3.98,-0.40,0.00,3.98
1164000,42.31,-0.04,3.98,-0.20,0.00,3.98
1164500,42.31,-0.02,3.98,-0.10,0.00,3.98
1165000,42.31,-0.04,3.98,-0.20,4.00,3.98
1165500,42.31,-0.04,3.98,-0.10,0.00,3.98
1166000,42.31,-0.01,3.98,-0.10,0.00,3.98
1166500,42.31,-0.04,3.98,0.00,0.00,3.98
1167000,42.31,-0.03,3.98,-0.10,0.00,3.98
1167500,42.31,-0.05,3.98,-0.30,0.00,3.98
1168000,42.31,-0.02,3.98,-0.10,0.00,3.98
1168500,42.31,-0.02,3.98,-0.20,0.00,3.98
1169000,42.31,-0.03,3.98,-0.40,0.00,3.98
1169500,42.25,-0.03,3.98,-0.20,0.00,3.98
1170000,42.25,-0.02,3.98,-0.30,0.00,3.98
1170500,42.25,-0.03,3.98,-0.40,0.00,3.98
1171000,42.25,-0.01,3.98,-0.40,0.00,3.98
1171500,42.25,-0.03,3.98,-0.40,0.00,3.98
1172000,42.25,-0.04,3.98,-0.20,0.00,3.98
1172500,42.25,-0.03,3.98,-0.10,0.00,3.98
1173000,42.19,-0.03,3.98,-0.20,0.00,3.98
1173500,42.25,-0.02,3.98,-0.30,0.00,3.98
1174000,42.25,0.00,3.98,-0.20,0.00,3.98
1174500,42.19,-0.01,3.98,-0.10,0.00,3.98
1175000,42.19,0.00,3.98,-0.10,0.00,3.98
1175500,42.19,-0.01,3.98,-0.20,0.00,3.98
1176000,42.13,-0.03,3.98,-0.20,0.00,3.98
1176500,42.13,0.00,3.98,-0.10,0.00,3.98
1177000,42.06,-0.03,3.98,-0.10,0.00,3.98
1177500,42.06,-0.01,3.98,-0.40,0.00,3.98
1178000,42.00,-0.02,3.98,-0.30,0.00,3.98
1178500,42.00,0.01,3.98,-0.20,0.00,3.98
1179000,41.94,-0.02,3.98,0.10,0.00,3.98
1179500,41.94,-0.07,3.98,-0.30,0.00,3.98
1180000,41.94,-0.03,3.98,-0.30,0.00,3.98
1180500,41.94,-0.02,3.98,-0.40,0.00,3.98
1181000,41.94,-0.04,3.98,-0.10,0.00,3.98
1181500,41.94,-0.03,3.98,-0.30,0.00,3.98
1182000,41.94,-0.02,3.98,-0.30,0.00,3.98
1182500,41.88,-0.03,3.98,-0.20,0.00,3.98
1183000,41.88,-0.02,3.98,-0.30,0.00,3.98
1183500,41.94,-0.02,3.98,-0.40,0.00,3.98
1184000,41.94,-0.02,3.98,-0.30,0.00,3.98
1184500,41.88,-0.03,3.98,-0.10,0.00,3.98
1185000,41.94,-0.02,3.98,-0.10,0.00,3.98
1185500,41.94,-0.01,3.98,-0.20,0.00,3.98
1186000,41.94,0.00,3.98,-0.10,0.00,3.98
1186500,41.94,0.00,3.98,-0.10,0.00,3.98
1187000,41.94,-0.04,3.98,-0.40,0.00,3.98
1187500,41.88,-0.02,3.98,-0.50,0.00,3.98
1188000,41.88,-0.02,3.98,-0.30,0.00,3.98
1188500,41.88,-0.02,3.98,-0.20,0.00,3.98
1189000,41.88,-0.01,3.98,-0.40,0.00,3.98
1189500,41.88,-0.02,3.98,-0.10,0.00,3.98
1190000,41.94,0.00,3.98,-0.10,0.00,3.98
1190500,41.94,-0.02,3.98,-0.30,0.00,3.98
1191000,41.94,-0.03,3.98,-0.20,0.00,3.98
1191500,41.94,-0.03,3.98,-0.10,0.00,3.98
1192000,41.94,-0.05,3.98,-0.20,0.00,3.98
1192500,41.94,-0.03,3.98,0.00,0.00,3.98
1193000,41.94,-0.04,3.98,0.00,0.00,3.98
1193500,41.94,0.00,3.98,-0.40,0.00,3.98
1194000,41.94,-0.03,3.98,-0.30,0.00,3.98
1194500,41.94,-0.03,3.98,-0.20,0.00,3.98
1195000,41.94,-0.02,3.98,-0.20,0.00,3.98
1195500,41.94,-0.01,3.98,-0.20,4.00,3.98
1196000,41.94,0.00,3.98,-0.40,0.00,3.98
1196500,41.94,-0.01,3.98,-0.20,0.00,3.98
1197000,42.00,-0.04,3.98,-0.20,0.00,3.98
1197500,41.94,-0.05,3.98,0.10,0.00,3.98
1198000,42.00,-0.02,3.98,-0.20,0.00,3.98
1198500,42.00,-0.03,3.98,-0.20,0.00,3.98
1199000,42.00,-0.01,3.98,-0.10,0.00,3.98
1199500,41.94,-0.01,3.98,0.00,0.00,3.98
1200000,42.00,-0.03,3.98,0.00,0.00,3.98
1200500,42.00,0.00,3.98,-0.10,0.00,3.98
1201000,41.94,-0.03,3.98,-0.30,0.00,3.98
1201500,41.94,-0.04,3.98,-0.20,0.00,3.98
1202000,42.00,-0.03,3.98,0.00,0.00,3.98
1202500,41.94,-0.02,3.98,-0.40,0.00,3.98
1203000,41.88,-0.04,3.98,-0.20,0.00,3.98
1203500,41.94,-0.02,3.98,-0.30,0.00,3.98
1204000,41.88,0.00,3.98,-0.30,0.00,3.98
1204500,41.88,-0.02,3.98,-0.40,0.00,3.98
1205000,41.88,-0.02,3.98,-0.30,0.00,3.98
1205500,41.81,-0.02,3.98,-0.30,0.00,3.98
1206000,41.81,-0.01,3.98,-0.40,0.00,3.98
1206500,41.81,-0.02,3.98,-0.10,0.00,3.98
1207000,41.81,-0.03,3.98,-0.20,0.00,3.98
1207500,41.75,-0.05,3.98,-0.20,0.00,3.98
1208000,41.81,-0.03,3.98,-0.20,0.00,3.98
1208500,41.81,-0.01,3.98,-0.40,0.00,3.98
1209000,41.75,-0.02,3.98,-0.10,0.00,3.98
1209500,41.75,-0.02,3.98,-0.20,0.00,3.98
1210000,41.75,0.00,3.98,-0.50,4.00,3.98
1210500,41.75,-0.05,3.98,-0.10,0.00,3.98
1211000,41.75,-0.03,3.98,-0.20,0.00,3.98
1211500,41.69,-0.02,3.98,0.00,0.00,3.98
1212000,41.69,-0.02,3.98,-0.20,0.00,3.98
1212500,41.63,-0.04,3.98,-0.40,0.00,3.98
1213000,41.56,0.00,3.98,0.00,0.00,3.98
1213500,41.56,0.00,3.98,-0.20,0.00,3.98
1214000,41.56,-0.04,3.98,-0.60,0.00,3.98
1214500,41.50,0.00,3.98,-0.30,0.00,3.98
1215000,41.50,-0.01,3.98,-0.20,0.00,3.98
1215500,41.50,-0.02,3.98,-0.50,0.00,3.98
1216000,41.50,-0.01,3.98,-0.30,0.00,3.98
1216500,41.44,-0.03,3.98,0.00,0.00,3.98
1217000,41.50,-0.01,3.98,-0.10,0.00,3.98
1217500,41.50,-0.02,3.98,0.00,0.00,3.98
1218000,41.44,-0.01,3.98,-0.10,0.00,3.98
1218500,41.50,-0.02,3.98,0.00,0.00,3.98
1219000,41.38,-0.03,3.98,-0.30,0.00,3.98
1219500,41.44,-0.03,3.98,-0.20,0.00,3.98
1220000,41.44,0.01,3.98,-0.30,0.00,3.98
1220500,41.44,-0.01,3.98,-0.40,0.00,3.98
1221000,41.44,-0.02,3.98,-0.20,0.00,3.98
1221500,41.38,-0.03,3.98,-0.10,0.00,3.98
1222000,41.38,-0.02,3.98,-0.30,0.00,3.98
1222500,41.44,-0.01,3.98,-0.30,0.00,3.98
1223000,41.38,-0.03,3.98,-0.20,0.00,3.98
1223500,41.38,-0.02,3.98,-0.20,0.00,3.98
1224000,41.31,-0.02,3.98,-0.10,0.00,3.98
1224500,41.31,-0.01,3.98,-0.20,0.00,3.98
1225000,41.31,-0.01,3.98,-0.10,0.00,3.98
1225500,41.31,-0.01,3.98,-0.10,0.00,3.98
1226000,41.31,-0.02,3.98,-0.20,0.00,3.98
1226500,41.31,-0.02,3.98,-0.10,0.00,3.98
1227000,41.25,0.00,3.98,-0.10,0.00,3.98
1227500,41.31,-0.02,3.98,-0.10,0.00,3.98
1228000,41.31,-0.02,3.98,0.00,0.00,3.98
1228500,41.31,-0.03,3.98,0.00,0.00,3.98
1229000,41.31,-0.02,3.98,-0.30,0.00,3.98
1229500,41.31,0.00,3.98,0.00,0.00,3.98
1230000,41.31,-0.01,3.98,-0.10,0.00,3.98
1230500,41.31,-0.04,3.98,-0.30,0.00,3.98
1231000,41.31,-0.03,3.98,-0.30,0.00,3.98
1231500,41.31,-0.03,3.98,-0.40,0.00,3.98
1232000,41.31,-0.02,3.98,0.00,0.00,3.98
1232500,41.31,-0.02,3.98,-0.20,0.00,3.98
1233000,41.31,-0.02,3.98,-0.10,0.00,3.98
1233500,41.31,0.01,3.98,-0.20,0.00,3.98
1234000,41.31,-0.05,3.98,-0.10,0.00,3.98
1234500,41.25,-0.02,3.98,0.00,0.00,3.98
1235000,41.31,-0.03,3.98,-0.10,0.00,3.98
1235500,41.19,-0.01,3.98,-0.10,0.00,3.98
1236000,41.25,0.00,3.98,-0.40,0.00,3.98
1236500,41.19,-0.04,3.98,-0.50,0.00,3.98
1237000,41.25,-0.01,3.98,-0.10,0.00,3.98
1237500,41.19,-0.01,3.98,-0.20,0.00,3.98
